gene_id	gene_name	SRX22997881	SRX22997882	SRX22997883	SRX22997884	SRX22997885	SRX22997886
ENSG00000005882.12	PDK2	573.17	1322.001	978	833.996	742.33	1282
ENSG00000005884.18	ITGA3	2033.02	4056.404	2588.016	2790.086	1422.191	797
ENSG00000005889.16	ZFX	648.931	648.528	468.593	387.883	689.639	228
ENSG00000005893.17	LAMP2	5525.943	3565.208	4359.344	2796.065	3093.871	2395.29
ENSG00000005961.19	ITGA2B	2	2	1	3	9	0
ENSG00000005981.13	ASB4	4	2	2	1	3	5
ENSG00000006007.12	GDE1	2308.29	4801.554	2369.058	3602	2193.341	3508.995
ENSG00000006015.18	REX1BD	549	286.935	479.001	360.001	325.304	419
ENSG00000006016.12	CRLF1	2	2	4	4	1	0
ENSG00000006025.13	OSBPL7	227.001	1178	394.428	626.001	644.592	351
ENSG00000006042.12	TMEM98	2204.377	2834.364	1624	1766.245	1350.908	6159.217
ENSG00000006047.13	YBX2	473	398.882	390	451	362	41
ENSG00000006059.4	KRT33A	1	0	0	0	0	0
ENSG00000006062.18	MAP3K14	249	397	207	263	439.415	107.001
ENSG00000006071.16	ABCC8	0	42.001	1	14	3	11
ENSG00000006116.4	CACNG3	0	0	0	0	0	0
ENSG00000006118.15	TMEM132A	574.001	19	237	46.001	385.014	14
ENSG00000006125.18	AP2B1	7908.898	6849.322	3637.997	5499.952	5229.574	3636
ENSG00000006128.12	TAC1	3	4	12	9	73	6
ENSG00000006194.11	ZNF263	799.174	480.782	660.999	407.602	816.886	520.27
ENSG00000006210.7	CX3CL1	208	56	200	129	444.004	17
ENSG00000006282.22	SPATA20	623.459	810.196	725.999	738	1046.547	1234
ENSG00000006283.18	CACNA1G	4	1	2	2	1	0
ENSG00000006327.14	TNFRSF12A	988.999	120	621	279.001	410	121
ENSG00000006377.11	DLX6	1	0	0	1	16	0
ENSG00000006432.16	MAP3K9	143	230.271	113	135	393	85
ENSG00000006451.8	RALA	3627.634	2223.098	1649	2202	1754.069	1910.53
ENSG00000006453.14	BAIAP2L1	1881.921	2893.752	2006	2997.084	2266.777	998.005
ENSG00000006459.11	KDM7A	2175.362	2737.939	1689	2086.159	2576.998	824
ENSG00000006468.15	ETV1	365.999	130	215.001	76	835.303	115
ENSG00000006530.18	AGK	922	411.001	496.999	396	642.018	480.002
ENSG00000006534.17	ALDH3B1	201.005	468.941	680.904	344.001	603.869	306.021
ENSG00000006555.11	TTC22	283	2950.869	904.999	1391	706	753.046
ENSG00000006576.17	PHTF2	603.005	593.001	336	388	534	167.001
ENSG00000006606.9	CCL26	6	3	2	4	95	21
ENSG00000006607.14	FARP2	1450.28	2443.317	1174.001	1343	1883.999	589
ENSG00000006611.17	USH1C	2758.906	5035.928	2134	2070.001	2495.01	5402.916
ENSG00000006625.18	GGCT	5419.674	986.955	1252.967	946.887	1858.711	1085.879
ENSG00000006634.8	DBF4	781.698	391.917	283.999	268.81	663.67	293.936
ENSG00000006638.13	TBXA2R	12	13	11	9	29	5
ENSG00000006652.15	IFRD1	1334.067	992.125	896.699	840.165	968.753	865.764
ENSG00000006659.13	LGALS14	5	0	0	0	0	3
ENSG00000006695.12	COX10	350.391	504.648	376.533	492.8	355.855	387.207
ENSG00000006704.11	GTF2IRD1	1170.711	129	694.999	159	565.999	98.019
ENSG00000006712.15	PAF1	852.897	838.707	733	678	805.003	572
ENSG00000006715.16	VPS41	2452	1480.607	964.001	1199.142	1522.001	1513.573
ENSG00000006740.18	ARHGAP44	127.566	1279.999	382.999	1009.02	371.999	469
ENSG00000006744.19	ELAC2	1130.197	959.999	986.001	865.002	1176.994	700
ENSG00000006747.15	SCIN	37.056	4512.553	1537.365	2506.018	1175.572	1566.217
ENSG00000006756.16	ARSD	569.236	1505.802	1262	1114.994	1773.044	832.004
ENSG00000006757.12	PNPLA4	463.629	346	311	292	278	691.999
ENSG00000006788.14	MYH13	3	0	10	3	2	2
ENSG00000006831.10	ADIPOR2	2255.67	3441.339	2921.002	2679.003	2285	1597
ENSG00000006837.12	CDKL3	22	13.028	23.006	7.999	16.677	16
ENSG00000007001.13	UPP2	2	1	0	0	1	0
ENSG00000007038.11	PRSS21	0	13	4.999	6	382.407	1
ENSG00000007047.16	MARK4	357.697	153	245	205	297	75.999
ENSG00000007062.12	PROM1	707.072	2409.592	5799.026	2838.295	11214.156	1171.001
ENSG00000007080.11	CCDC124	1005.513	579.731	846	561	638	512
ENSG00000007129.18	CEACAM21	20	36	14	31.031	45	24
ENSG00000007168.14	PAFAH1B1	2571.728	3718.968	2381.001	2706.346	2651.564	1500.998
ENSG00000007171.19	NOS2	44	660.159	2164.985	104	4082.907	201
ENSG00000007174.18	DNAH9	3	72.999	5	5	10	10
ENSG00000007202.16	BLTP2	4061.756	3827.364	2483.575	2768.154	3302.078	2925.511
ENSG00000007216.16	SLC13A2	44	1134	234.257	392.015	117.001	1175.009
ENSG00000007237.19	GAS7	247.999	364.999	238	352	275.001	87
ENSG00000007255.10	TRAPPC6A	617.999	325	294.001	264.807	468	608.022
ENSG00000007264.15	MATK	17	71	30	62	41	31
ENSG00000007306.15	CEACAM7	1482.725	144711.548	48300.317	100658.274	11859.956	155920.344
ENSG00000007312.14	CD79B	28	971.001	99.415	143	165	122.641
ENSG00000007314.12	SCN4A	1	7	0	0	2	2
ENSG00000007341.19	ST7L	265.001	272.024	213	162.999	361.189	160.999
ENSG00000007350.18	TKTL1	4	4	1	1	3	4
ENSG00000007372.25	PAX6	2	16	91	6	19	21.347
ENSG00000007376.8	RPUSD1	362	336.723	422	298	440.404	403.999
ENSG00000007384.15	RHBDF1	661.049	611.011	413.999	474	694.996	385.001
ENSG00000007392.17	LUC7L	818.018	636.002	849	426.001	1249.079	256
ENSG00000007402.12	CACNA2D2	24	40	50	45	549.999	18
ENSG00000007516.15	BAIAP3	38	111.001	31	70	137	67.001
ENSG00000007520.4	TSR3	667	677.004	649	622	693.954	1241
ENSG00000007541.17	PIGQ	462.024	441.999	403.002	379.173	784.904	255
ENSG00000007545.16	CRAMP1	476.415	311	243.556	196.232	1041.54	64.509
ENSG00000007866.22	TEAD3	1035.278	765.006	518	524	982.003	274
ENSG00000007908.16	SELE	207	22	18	3	25	2
ENSG00000007923.17	DNAJC11	1026.718	1819	1095.001	1492.008	1568.075	1284
ENSG00000007933.13	FMO3	13	4	18	15	54	2
ENSG00000007944.15	MYLIP	771.295	510.367	374	414	737.151	459
ENSG00000007952.18	NOX1	7322.328	3454.822	2530	2364.242	3744.173	3656.262
ENSG00000007968.7	E2F2	118	463.001	183	219	330.854	89
ENSG00000008018.9	PSMB1	6645.364	3145.199	3001.006	2415.055	3141.776	4719.153
ENSG00000008056.14	SYN1	31	11	22	12	15	2
ENSG00000008083.14	JARID2	869.217	342	516.117	315	613	98
ENSG00000008086.13	CDKL5	394.013	173	178	117	379.004	75
ENSG00000008118.10	CAMK1G	14	3	1	1	5	1
ENSG00000008128.23	CDK11A	593.394	1107.397	666.562	710.411	1484.658	494.979
ENSG00000008130.15	NADK	1236.748	2819.059	1582.001	1645.347	2106	1497.001
ENSG00000008196.13	TFAP2B	0	0	0	0	0	0
ENSG00000008197.5	TFAP2D	0	0	0	0	0	0
ENSG00000008226.20	DLEC1	15	31	23	30	82	17.002
ENSG00000008256.17	CYTH3	488.999	506.542	272	251	258.001	232
ENSG00000008277.15	ADAM22	230.005	94	162	90	57	36
ENSG00000008282.10	SYPL1	4143.539	3280.252	2488.999	2658.477	4374.16	3562.001
ENSG00000008283.16	CYB561	1525.058	1566.066	1357	1249	2010.541	1032.079
ENSG00000008294.22	SPAG9	3069.373	2474.717	2122.029	2519.424	1599.999	1009
ENSG00000008300.17	CELSR3	546	32	78	54	476	9
ENSG00000008311.16	AASS	278.027	185.668	229	107.001	391.001	51
ENSG00000008323.16	PLEKHG6	1029.313	2900.33	1366.693	1753.939	593.296	904.999
ENSG00000008324.12	SS18L2	527	403.948	389	265.999	372	806
ENSG00000008382.16	MPND	273.999	955.298	527.999	607	406.047	832.872
ENSG00000008394.13	MGST1	894.947	3961.078	3936.843	3991.177	2745.131	4103.078
ENSG00000008405.12	CRY1	504.004	503.025	386	335.026	605.712	286
ENSG00000008438.5	PGLYRP1	1	0	4	2	6	2
ENSG00000008441.19	NFIX	2095.556	838.103	1382	843.013	1568.999	136
ENSG00000008513.17	ST3GAL1	305	275.999	298	208	756	97
ENSG00000008516.18	MMP25	69	134	48	81	162	14
ENSG00000008517.19	IL32	4655.288	8580.104	3936.994	5686.647	2776.559	6340.433
ENSG00000008710.20	PKD1	853.601	639.496	534.136	529.35	1453.775	99.815
ENSG00000008735.14	MAPK8IP2	31.521	31	13	24	29	16
ENSG00000008838.21	MED24	1434.548	1093.002	940.018	774.006	1268.465	454.001
ENSG00000008853.18	RHOBTB2	207.019	151	154.003	89.999	229	31
ENSG00000008869.12	HEATR5B	1094.924	1455.215	672.728	1126.492	1364.095	691.368
ENSG00000008952.17	SEC62	3803.378	3652.414	2629	3227.159	3328.664	4037
ENSG00000008988.11	RPS20	16533.437	12555.942	17206.208	11305.623	11768.12	31711.598
ENSG00000009307.17	CSDE1	12492.023	15546.106	12091.051	12551.953	14716.393	15991.247
ENSG00000009335.19	UBE3C	2372	1680.759	1380	1673.999	2062.816	827
ENSG00000009413.17	REV3L	748.395	722.892	482.999	625	780	359.999
ENSG00000009694.14	TENM1	8	24	7	5	13	3
ENSG00000009709.12	PAX7	0	0	0	0	4	0
ENSG00000009724.18	MASP2	0	0	0	0	0	0
ENSG00000009765.15	IYD	1705.287	1283	1597.001	1000.999	1055.001	638.001
ENSG00000009780.16	FAM76A	204.085	308.001	262	187	456.003	188
ENSG00000009790.15	TRAF3IP3	52.001	322.001	120	190	415.002	134.999
ENSG00000009830.13	POMT2	284.001	259.999	207.999	195.001	415	179.999
ENSG00000009844.16	VTA1	2573.199	2138.691	1431	1790.011	1367.609	2656.001
ENSG00000009950.16	MLXIPL	496.079	101	723	50.999	1093.975	14
ENSG00000009954.11	BAZ1B	2618.434	1491.431	1209	1168.001	2053.144	416
ENSG00000010017.13	RANBP9	1449	1004.001	779.995	687.003	1552.451	467
ENSG00000010030.14	ETV7	218	732.269	187	156	209.001	85.001
ENSG00000010072.16	SPRTN	391.999	296	171	224	328	191
ENSG00000010165.20	METTL13	971.069	555.496	591.02	460.001	863	449
ENSG00000010219.14	DYRK4	360.861	454.385	511.161	296.128	896.607	716.357
ENSG00000010244.19	ZNF207	5112.872	4963.916	3279.146	3247.411	4717.389	4304.064
ENSG00000010256.11	UQCRC1	2731.917	8481.11	5452.981	7656.187	4405.643	14305.822
ENSG00000010270.14	STARD3NL	1584.267	715.613	648	639.001	575	1363.012
ENSG00000010278.15	CD9	10402.779	14318.148	15916.974	12948.283	8124.946	15782.349
ENSG00000010282.15	HHATL	1	0	0	1	0	2
ENSG00000010292.13	NCAPD2	2619.794	1504.533	1355.727	786.517	2531.057	418
ENSG00000010295.20	IFFO1	132.001	114.999	94	86	282.001	45
ENSG00000010310.9	GIPR	28	188.999	47	69	151.999	24
ENSG00000010318.22	PHF7	79.999	182.003	80.001	128	156	134
ENSG00000010319.7	SEMA3G	50	76	51	115	90	14
ENSG00000010322.16	NISCH	832.013	1082.001	625	648.489	1716.162	423
ENSG00000010327.10	STAB1	321	1332.703	504.999	1456.002	1272.692	328.001
ENSG00000010361.14	FUZ	201	53.001	114.108	67	212.999	61.001
ENSG00000010379.16	SLC6A13	1	1	2	0	2	0
ENSG00000010404.18	IDS	1379.388	2286.857	1896.492	1656.541	1513.647	1010.248
ENSG00000010438.17	PRSS3	1301.751	3559.441	1618.759	2139.092	984.846	5513.494
ENSG00000010539.12	ZNF200	545	214.001	200.001	140	390	139
ENSG00000010610.10	CD4	260	827.997	445	714	1148.444	498.029
ENSG00000010626.15	LRRC23	167.361	84.553	60.943	37.522	118.041	128
ENSG00000010671.18	BTK	66.001	525.645	158.007	210	244	192
ENSG00000010704.19	HFE	357	327	171.001	168	299.001	251
ENSG00000010803.17	SCMH1	623.102	469.003	534	503.002	885.001	284
ENSG00000010810.18	FYN	324.001	373	329	246.998	843.998	163.999
ENSG00000010818.11	HIVEP2	814.999	513.123	416	562.105	695.968	164
ENSG00000010932.17	FMO1	16	5	7	2	2	1
ENSG00000011007.13	ELOA	766	1091.698	638	867	1377	610.004
ENSG00000011009.11	LYPLA2	1427.636	2329.826	1640	1913.633	1825.692	2695.226
ENSG00000011021.23	CLCN6	200	306.002	174.001	164	411.15	111.001
ENSG00000011028.14	MRC2	1374.016	193	555	329	572.999	67
ENSG00000011052.21	NME1-NME2	67.138	43.156	44.717	41.441	114.994	123.061
ENSG00000011083.9	SLC6A7	29	260	64	76	94	52
ENSG00000011105.14	TSPAN9	595	201	346.999	251	417	101
ENSG00000011114.15	BTBD7	655.993	1149.029	668.986	791	1061.953	415.275
ENSG00000011132.12	APBA3	250.001	199.001	227.001	160.031	243.999	211.001
ENSG00000011143.19	MKS1	368.252	202.002	165.095	122.422	442.519	172.999
ENSG00000011198.10	ABHD5	420.808	1155.031	814.496	1113.263	590	974.527
ENSG00000011201.12	ANOS1	506	25	174	18	91	21
ENSG00000011243.19	AKAP8L	923.013	556.346	672.999	432	972	338.026
ENSG00000011258.16	MBTD1	1011	689.002	540	399	729.841	354.001
ENSG00000011260.14	UTP18	1484	568.517	681.999	556	688.383	723.678
ENSG00000011275.19	RNF216	939.59	443.771	450.926	446.944	858.084	205.657
ENSG00000011295.16	TTC19	1205	1381.754	1629.748	1764.003	1238.103	1145.493
ENSG00000011304.22	PTBP1	6627.034	4455.128	4383.311	3573.247	6235.455	1565.573
ENSG00000011332.22	DPF1	40	2	1	0	11	0
ENSG00000011347.10	SYT7	899	531	466	354	1315.035	185
ENSG00000011376.12	LARS2	803.906	766.577	831.998	801	831.901	338.727
ENSG00000011405.14	PIK3C2A	2172.149	1617.405	1287.004	1219.005	1977.873	553.006
ENSG00000011422.12	PLAUR	2507.612	1829.918	1887.699	1940.001	751.998	768.017
ENSG00000011426.11	ANLN	4568.005	434.001	577	282	1672	117
ENSG00000011451.21	WIZ	1018.001	464.999	765	496	932.001	193
ENSG00000011454.18	RABGAP1	1703.146	1768.001	953	990	1732.15	705
ENSG00000011465.18	DCN	13958.67	10113.302	5724.673	8378.062	2792.241	6236.387
ENSG00000011478.13	QPCTL	154.974	121.249	149	95	197	189
ENSG00000011485.15	PPP5C	1162.013	865.974	1078.002	725	1220.001	578
ENSG00000011523.15	CEP68	554	247.192	281.001	221	799.135	218
ENSG00000011566.15	MAP4K3	1086.773	872.827	740.001	649.999	1050.194	585.001
ENSG00000011590.14	ZBTB32	4	12	3	9	17	1
ENSG00000011600.12	TYROBP	420	791.833	556	725.924	580	1477.042
ENSG00000011638.11	LDAF1	289	506	300.326	259	761.343	556
ENSG00000011677.13	GABRA3	0	1	0	0	0	0
ENSG00000012048.25	BRCA1	1164.047	356.004	257.001	210	583.001	65
ENSG00000012061.17	ERCC1	687	626.001	697.001	654.214	806.803	1027.999
ENSG00000012124.17	CD22	14	592.001	26	79	120.999	9
ENSG00000012171.20	SEMA3B	363.001	1837.223	2198.999	1560.001	558.063	1241.729
ENSG00000012174.12	MBTPS2	1140.775	271.169	425	267	489.971	194
ENSG00000012211.13	PRICKLE3	270.001	110.999	251.023	124.999	225.36	40
ENSG00000012223.13	LTF	113	507.001	43	58	233	17
ENSG00000012232.10	EXTL3	656.999	249	306	273.999	633.999	127
ENSG00000012504.15	NR1H4	6	214	585	698.001	7	79
ENSG00000012660.14	ELOVL5	2953.892	574	325	386	935	206.999
ENSG00000012779.12	ALOX5	124.005	226.001	343.999	203	576.999	102
ENSG00000012817.16	KDM5D	899.037	1032.013	618	707.73	1412.87	425
ENSG00000012822.16	CALCOCO1	1220	1163.054	714	633.999	1744.998	890.59
ENSG00000012963.15	UBR7	855.533	1278.209	644	939.161	1068.929	1248.091
ENSG00000012983.12	MAP4K5	1246.917	1307.598	885.992	1047	1155.069	541.001
ENSG00000013016.16	EHD3	131	85	57	61	169	18
ENSG00000013275.8	PSMC4	2507.004	2014.248	1609	1637.999	1376.73	1872.026
ENSG00000013288.9	MAN2B2	746	1664.06	833.041	936	1187	664.151
ENSG00000013293.6	SLC7A14	0	2	3	8	3	0
ENSG00000013297.12	CLDN11	19	9	8	17	12	4
ENSG00000013306.16	SLC25A39	3040.78	2027.139	2215	1849.952	2019.138	1476
ENSG00000013364.19	MVP	5836.309	15131.171	8187.832	11348.335	8233.175	6691.028
ENSG00000013374.17	NUB1	2349.189	5137.451	1522.097	1597.891	2219.49	2314.55
ENSG00000013375.17	PGM3	2662.692	1379.008	1233.999	1122.003	1982.396	1299.001
ENSG00000013392.8	RWDD2A	292	130	99	88	215	170.001
ENSG00000013441.17	CLK1	2754.671	2211.523	1587.001	1076.011	3223.49	1822.997
ENSG00000013503.10	POLR3B	254	393.003	340	293	469	316
ENSG00000013523.11	ANGEL1	876.261	246.305	277.231	189.552	1015.055	142.807
ENSG00000013561.18	RNF14	928.341	1801.862	889	1236	913.008	2354.441
ENSG00000013563.14	DNASE1L1	563	600.705	574.98	539.002	480.001	845.999
ENSG00000013573.17	DDX11	872.017	574.049	507.954	308.163	1084.226	181.159
ENSG00000013583.10	HEBP1	403.97	332.001	612	584.004	266	364.019
ENSG00000013588.10	GPRC5A	6909.189	13140.06	8357.213	9918.345	4128.16	4447.298
ENSG00000013619.15	MAMLD1	40	16	31	15	80	18
ENSG00000013725.14	CD6	80	89	122	90	372.027	35
ENSG00000013810.21	TACC3	913.999	772	658.001	312	1375.013	84
ENSG00000014123.10	UFL1	2244.007	1916.503	1104.259	1402	1963	1086
ENSG00000014138.10	POLA2	823.151	341.999	262.582	178.799	401.897	125.001
ENSG00000014164.7	ZC3H3	517	508	355	323.139	482	118
ENSG00000014216.16	CAPN1	3854.373	5285.434	4495.002	5207.06	2703.139	1843.009
ENSG00000014257.17	ACP3	5	188.001	58	34	445.999	84
ENSG00000014641.21	MDH1	2942.679	4490.573	3042	3775.07	2811.943	8269.401
ENSG00000014824.14	SLC30A9	2518.589	2863.84	2209.15	2826.046	2466.483	4102.783
ENSG00000014914.21	MTMR11	849.828	4562.465	1998.999	3602.168	1374.433	3033.327
ENSG00000014919.13	COX15	1065.548	1080.065	735.675	832	794.743	733
ENSG00000015133.20	CCDC88C	746.027	1949.02	1054.794	1669.763	1457.008	341
ENSG00000015153.15	YAF2	465	308	379	203.001	405.999	324.526
ENSG00000015171.21	ZMYND11	2118.298	1707.013	1211.162	1536	1696.346	1062.137
ENSG00000015285.12	WAS	77	257	143	155.999	288.621	43
ENSG00000015413.10	DPEP1	1992.198	8	3812.068	65	2087.004	25
ENSG00000015475.19	BID	934.999	630.071	745	535.001	1116.673	816
ENSG00000015479.20	MATR3	8339.772	6450.981	5096.899	4786.276	6139.976	5319.792
ENSG00000015520.15	NPC1L1	26	4	235	0	490.993	5
ENSG00000015532.10	XYLT2	562	533	372	221	764	488
ENSG00000015568.13	RGPD5	684.323	272.322	558.978	360.58	813.269	292.443
ENSG00000015592.17	STMN4	0	5	1	2	0	2
ENSG00000015676.18	NUDCD3	2467.974	1144.005	938.048	836.001	1530.093	874.079
ENSG00000016082.15	ISL1	5	26	0	3	113	54
ENSG00000016391.11	CHDH	1566.463	1957.014	1525	799.926	2061.838	736
ENSG00000016402.14	IL20RA	919.061	322.085	259	184.011	661.999	322
ENSG00000016490.16	CLCA1	3	47650.21	46493.427	74819.265	7595.329	15451.8
